Marca,SKU,Foto,Link site,Nome Marca,Nome Curadobia,Categoria,Sub-Categoria,Categoria Geral,Preço,Descrição do site,Grade,Tamanho do produto,Medidas,"Observação sobre Modelagem/Caimento (ex: reto, acinturado, oversized).",Tipo de tecido/material principal,Forro (sim/não),"Nível de transparência (ex: leve, média, zero).","Instruções de cuidado (ex: passa fácil, não amassa, pode lavar na máquina,  peça cede com uso; tecido com elastano).",Cor,"Tags de cores (ex: cor que alonga, combina com tudo)","Sazonalidade sugerida (ex: ideal para meia-estação, vai bem no verão com top por baixo).","Sugestões de tamanho por tipo de corpo  (ex: ideal para ombros largos, quadril estreito)",Ocasião Principal,Ocasião secundária,Ocasião ,Tempo médio de reposição.,Prazo médio de envio SEDEX para Sul e Sudeste,Prazo médio de envio PAC para Sul e Sudeste,Tipo de Frete,Tamanhos_Disponíveis,Grade_Completo,Medidas_Por_Tamanho
Fernanda Yamamoto,FY027008,,https://www.curadobia.com.br/fernanda-yamamoto/produto/blusa-modernosa,"Regata Um Ombro, Dois Nós",BLUSA MODERNOSA,BLUSA REGATA,BLUSA,Parte de Cima,890,"Blusa um ombro só, corte a laser e detalhe de nós.",38 / 40 / 42 / 44 / 46,38,"38 – Busto: 88cm, Cintura: 92cm, Quadril: 101cm, Comprimento total: 70cm",,76% poliamida e 24% elastano,nan,nan,nan,Camelo,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,38 / 40 / 42 / 44 / 46,38 / 40 / 42 / 44 / 46,"38: 38 – Busto: 88cm, Cintura: 92cm, Quadril: 101cm, Comprimento total: 70cm | 40: 40 – Busto: 92cm, Cintura: 96cm, Quadril: 105cm, Comprimento total: 71cm | 42: 42 – Busto: 96cm, Cintura: 100cm, Quadril: 109cm, Comprimento total: 72cm | 44: 44 – Busto: 100cm, Cintura: 104cm, Quadril: 113cm, Comprimento total: 73cm | 46: 46 – Busto: 104cm, Cintura: 108cm, Quadril: 117cm, Comprimento total: 74cm"
Fernanda Yamamoto,FY027009,,https://www.curadobia.com.br/fernanda-yamamoto/produto/calca-festeira-fer,Calça Plissada Nó Lateral,CALÇA FESTEIRA,CALÇA,CALÇA,Parte de Baixo,1290,"Calça plissada em tom telha cerâmica, com acabamento na barra.",38-40 / 42-44 / 46-48,42-44,"42/44 – Cintura: 78cm, Quadril: 100cm, Comprimento total: 94cm",,100% Poliéster,nan,nan,nan,Telha,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,38-40 / 42-44 / 46-48,38-40 / 42-44 / 46-48,"42-44: 42/44 – Cintura: 78cm, Quadril: 100cm, Comprimento total: 94cm | 46-48: 46/48 – Cintura: 86cm, Quadril: 108cm, Comprimento total: 96cm | 38-40: 38/40 – Cintura: 70cm, Quadril: 92cm, Comprimento total: 92cm"
Fernanda Yamamoto,FY027010,,https://www.curadobia.com.br/fernanda-yamamoto/produto/vestido-retangulo-manga-marinho,Vestido retângulo manga marinho,VESTIDO INVERNAL,VESTIDO,VESTIDO,Peça única,693,"Vestido em malha de veludo com manga ampla e detalhe franzido na cintura. Possui bolsos laterais e fechamento nas costas por ilhós e roletê. Peça delicada. Manuseie com cuidado. Recomendamos seguir as instruções de lavagem da etiqueta afixada à peça.
",38-40 / 42-44 / 46-48,38-40,"38/40 – Busto: 88cm, Cintura: 72cm, Quadril: 92cm, Comprimento total: 142cm
",,96% Poliéster e 4% Elastano,nan,nan,nan,Azul Marinho,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,38-40 / 42-44 / 46-48,38-40 / 42-44 / 46-48,"38-40: 38/40 – Busto: 88cm, Cintura: 72cm, Quadril: 92cm, Comprimento total: 142cm
 | 42-44: 42/44 – Busto: 96cm, Cintura: 80cm, Quadril: 100cm, Comprimento total: 144cm | 46-48: 46/48 – Busto: 104cm, Cintura: 88cm, Quadril: 108cm, Comprimento total: 146cm
"
Fernanda Yamamoto,FY027011,,https://www.curadobia.com.br/fernanda-yamamoto/produto/vestido-tricot,Vestido Tricot,VESTIDO URBANÓIDE,VESTIDO,VESTIDO,Peça única,1168,Vestido em tricô desenvolvimento que mergulha nas tramas e texturas unindo conhecimento e criatividade com produção artesanal e uso de maquinário manual na confecção dos tricôs. Peça delicada. Manuseie com cuidado. Recomendamos seguir as instruções de lavagem da etiqueta afixada à peça.,38-40 / 42-44 / 46-48,38-40,"38/40 – Busto: 108cm, Cintura: 108cm, Quadril: 108cm, Comprimento total: 91cm",,"95% Viscose, 4,5% Poliamida e 0,5% Elastano",nan,nan,nan,Cinza Escuro,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,38-40 / 42-44 / 46-48,38-40 / 42-44 / 46-48,"38-40: 38/40 – Busto: 108cm, Cintura: 108cm, Quadril: 108cm, Comprimento total: 91cm | 42-44: 42/44 – Busto: 116cm, Cintura: 116cm, Quadril: 116cm, Comprimento total: 93cm | 46-48: 46/48 – Busto: 124cm, Cintura: 124cm, Quadril: 124cm, Comprimento total: 95cm"
Guarda Mundo,GM02901,,https://www.curadobia.com.br/guarda-mundo/produto/BOLSA-MOLONA,Tote Eva Caqui,BOLSA MOLONA,BOLSA,BOLSA,Bolsa,870,"Bolsa tote, prática, versátil e incrivelmente leve. Com alça principal removível, pode ser usada apenas com a alça de mão estilo sacola para um visual minimalista. Suas alças resistentes e o fechamento por ímã garantem segurança e praticidade, enquanto a ausência de forro a torna ainda mais leve para carregar itens pesados.

Capacidade: iPad, caderno, pastas, livro, tablet, agenda, celular, carregador, fone de ouvido, molho de chaves, carteira ou guarda Cartão, óculos e nécessaire. (uma estimativa do volume de itens que podem ser comportados no interior deste modelo).

",U,U,"Bolsa: 37cm x 36cm x 9,5cm (largura x altura x largura)
Alça: 39cm de comprimento, largura 2cm, com drop de 34cm.

Peso: 430g.",,"Na parte externa 100% couro legítimo, rastreável e sustentável. Forro temos o avesso do couro, sem forro.",nan,nan,nan,Caqui,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: Bolsa: 37cm x 36cm x 9,5cm (largura x altura x largura)
Alça: 39cm de comprimento, largura 2cm, com drop de 34cm.

Peso: 430g."
Guarda Mundo,GM02902,,https://www.curadobia.com.br/guarda-mundo/produto/bolsa-dia-e-noite,Bolsa Dani Mini Fendi Perolado,BOLSA DIA E NOITE,BOLSA,BOLSA,Bolsa,790,"A Bolsa Dia e Noite possui uma dobradura lateral e o fechamento por enforcador. Feita em couro legítimo e certificado, é a escolha perfeita para quem busca estilo e funcionalidade em um tamanho reduzido.

Apesar de seu tamanho mini, acomoda itens essenciais como celular, carteira e chaves, sendo ideal para ocasiões em que menos é mais. Com alça longa ajustável por nó, pode ser usada como tiracolo ou bolsa de mão, garantindo versatilidade e praticidade em qualquer situação.

Capacidade: Celular de qualquer tamanho, carregador, fone de ouvido, molho de chaves, carteira, óculos (uma estimativa do volume de itens que podem ser comportados no interior deste modelo).
",U,U,"Bolsa: 16 x 16 x 10cm (comprimento x altura x largura).
Alça de mão: 23cm de comprimento, com Drop de 6,5cm.
Alça Tiracolo: 115cm de comprimento, ajustável por nó e removível.
Peso: 270g.",,"Na parte externa 100% couro legítimo, rastreável e sustentável. Forro em sarja 100% algodão.",nan,nan,nan,Fendi Perolado,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: Bolsa: 16 x 16 x 10cm (comprimento x altura x largura).
Alça de mão: 23cm de comprimento, com Drop de 6,5cm.
Alça Tiracolo: 115cm de comprimento, ajustável por nó e removível.
Peso: 270g."
Guarda Mundo,GM02903,,https://www.curadobia.com.br/guarda-mundo/produto/bolsa-viajante,Pochete Rafa Malbec,BOLSA VIAJANTE,BOLSA,BOLSA,Bolsa,850,"A Bolsa Viajante combina design autoral e funcionalidade em um acessório versátil e estiloso. Pode ser usada como pochete ou crossbody, adaptando-se ao seu look e às suas necessidades. Seu fechamento em zíper garante segurança, enquanto o espaço interno é ideal para carregar os itens essenciais do dia a dia.

O destaque fica por conta de sua fenda na parte inferior, um detalhe único que permite à bolsa ser acomodada em pé, unindo praticidade e elegância no design.

Capacidade: Celular de qualquer tamanho, carregador, fone de ouvido, molho de chaves, carteira, óculos (uma estimativa do volume de itens que podem ser comportados no interior deste modelo).",U,U,"Bolsa: 26 cm x 11 cm x 06 cm (comprimento x altura x largura).
Alça Tiracolo: 90cm de comprimento na maior regulagem com 1,5cm de largura.

Peso: 230g.",,"Na parte externa 100% couro legítimo, rastreável e sustentável. Forro em sarja 100% algodão.",nan,nan,nan,Vinho escuro,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: Bolsa: 26 cm x 11 cm x 06 cm (comprimento x altura x largura).
Alça Tiracolo: 90cm de comprimento na maior regulagem com 1,5cm de largura.

Peso: 230g."
Guarda Mundo,GM02904,,https://www.curadobia.com.br/guarda-mundo/produto/bolsa-clarona,Bolsa Nena Aveia,BOLSA CLARONA,BOLSA,BOLSA,Bolsa,1780,"Com linhas retas e design geométrico, a bolsa clarona combina funcionalidade e elegância em um formato compacto. O interior é projetado com uma divisória prática e um bolso interno, ideal para manter os itens do dia a dia organizados. A alça ajustável, com regulagem por pino, acrescenta versatilidade, tornando-a perfeita para acompanhar diferentes ocasiões.

Capacidade: Celular de qualquer tamanho, carregador, fone de ouvido, molho de chaves, carteira ou porta cartão, óculos e batom. (uma estimativa do volume de itens que podem ser comportados no interior deste modelo).
",U,U,"Bolsa: 20cm x 14cm x 7cm (comprimento x altura x largura).
Alça: 79cm de comprimento na menor regulagem e 110cm na maior regulagem, com 3,5cm de largura.

Peso: 524g.",,"Na parte externa 100% couro legítimo, rastreável e sustentável. Forro sarja 100% algodão.",nan,nan,nan,Creme,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: Bolsa: 20cm x 14cm x 7cm (comprimento x altura x largura).
Alça: 79cm de comprimento na menor regulagem e 110cm na maior regulagem, com 3,5cm de largura.

Peso: 524g."
Guarda Mundo,GM02905,,https://www.curadobia.com.br/guarda-mundo/produto/bolsa-anda-sozinha,Tote Vanessa Preta,BOLSA ANDA SOZINHA,BOLSA,BOLSA,Bolsa,790,"É a companheira perfeita para o dia a dia. Feita 100% em couro, combina design único, alças resistentes e espaço para laptop. Personalize com suas iniciais na lapela e leve tudo com leveza e estilo!
Capacidade: Notebook de qualquer tamanho, caderno, pastas, livro, tablet, agenda, celular, carregador, fone de ouvido, molho de chaves, carteira, guarda cartão e nécessaire.",U,U,"38 x 39 x 9cm (largura x altura x largura).
Alça: 51cm de comprimento, 1,5cm de largura, com drop de 23cm.
390g",,"Externa: 100% couro legítimo, rastreável e sustentável
",nan,nan,nan,Preto,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: 38 x 39 x 9cm (largura x altura x largura).
Alça: 51cm de comprimento, 1,5cm de largura, com drop de 23cm.
390g"
Jörg,JG031001,,https://www.curadobia.com.br/jorg/produto/vestido-escultural,VESTIDO NURÍ,VESTIDO ESCULTURAL,VESTIDO,VESTIDO,Peça única,"989,9","Com uma modelagem exclusiva que destaca o busto e as costas através de um decote em formato de ""V"", este vestido é uma peça de destaque. Os detalhes construtivos das costuras elevadas nos ombros conferem uma imponência única, criando um design robusto. Essa robustez se equilibra com a delicadeza do desenho da cintura e leveza dos caimentos, criando um intrigante jogo visual entre as partes superior e inferior do vestido. Seu comprimento midi, recortes assimétricos e volume acrescentam elementos clássicos do design autoral da Jorg. Fechamento por zíper invisível na lateral",PP / P / M / G / GG,PP,"PP – Busto: 88–90cm, Quadril: 100cm, Cintura: 70–72cm",,"25% linho, 70% viscose, 5% algodão.  ",nan,nan,nan,Preto,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / GG / M / P / PP,PP / P / M / G / GG,"PP: PP – Busto: 88–90cm, Quadril: 100cm, Cintura: 70–72cm | P: P – Busto: 94–96cm, Quadril: 104cm, Cintura: 74–76cm | M: M – Busto: 100–102cm, Quadril: 108cm, Cintura: 80–82cm | G: G – Busto: 106–108cm, Quadril: 112cm, Cintura: 84–86cm | GG: GG – Busto: 112–114cm, Quadril: 116cm, Cintura: 88–90cm"
Jörg,JG031002,,https://www.curadobia.com.br/jorg/produto/blusa-naestica,BLUSA ADA,BLUSA NA ESTICA,BLUSA REGATA,BLUSA,Parte de Cima,"489,9","Por que está no CURADOBIA?

- Cor neutra que foge do óbvio;

- Comprimento bom para usar por fora;

- Regata com cava um pouco mais baixa para trazer leveza para os braços sem aparecer o sutiã;

- Tecido molinho e ainda arrumadão;

- Modelagem geométrica que enfeita sem enjoar. 

Detalhes: Fechamento por zíper invisível na lateral e com acabamento duplo de forro ( fica tudo com o mesmo tecido)",PP / P / M / G,PP,"PP – Busto: 88–90cm, Quadril: 100cm, Cintura: 70–72cm",,100% liocel ( tecido molinho e fresco pode amassar um pouco) ,nan,nan,nan,Cinza,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / M / P / PP,PP / P / M / G,"PP: PP – Busto: 88–90cm, Quadril: 100cm, Cintura: 70–72cm | P: P – Busto: 94–96cm, Quadril: 104cm, Cintura: 74–76cm | M: M – Busto: 100–102cm, Quadril: 108cm, Cintura: 80–82cm | G: G – Busto: 106–108cm, Quadril: 112cm, Cintura: 84–86cm"
Jörg,JG031003,,https://www.curadobia.com.br/jorg/produto/blusa-galerista,BLUSA HAEDO,BLUSA GALERISTA,BLUSA REGATA,BLUSA,Parte de Cima,"499,9","Por que está no CURADOBIA? 

- Decote que mostra o colo e as costas sem exageros, para usar com sutiã normal;

- Manga que cobre os ombros e deixa a sensação ""braço de fora"" mais discreta;

- Comprimento bom para cinturas altas;

- Tecido molinho e arrumado;",PP / P / M / G,M,"M – Busto: 100–102cm, Quadril: 108cm, Cintura: 80–82cm",,"100% liocel ( tecido fresco e molinho, pode amassar um pouco)",nan,nan,nan,Camelo,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / M / P / PP,PP / P / M / G,"M: M – Busto: 100–102cm, Quadril: 108cm, Cintura: 80–82cm | G: G – Busto: 106–108cm, Quadril: 112cm, Cintura: 84–86cm
 | P: P – Busto: 94–96cm, Quadril: 104cm, Cintura: 74–76cm | PP: PP – Busto: 88–90cm, Quadril: 100cm, Cintura: 70–72cm"
Jörg,JG031004,,https://www.curadobia.com.br/jorg/produto/blusa-modernety,BLUSA LEZ,BLUSA MODERNETY,BLUSA REGATA,BLUSA,Parte de Cima,"589,9","Por que está no CURADOBIA? 

- Shape diferentão para fugir da branquinha básica;

- Comprimento bom para usar por fora;

- Manga que cobre os ombros para sensação de "" braço de fora"" ficar mais discreta;

- Faz as vezes de uma camisa de verão;
",PP / P / M / G,PP,"PP – Busto: 88–90cm, Quadril: 100cm, Cintura: 70–72cm
",,100% Algodão,nan,nan,nan,Branco,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / M / P / PP,PP / P / M / G,"PP: PP – Busto: 88–90cm, Quadril: 100cm, Cintura: 70–72cm
 | P: P – Busto: 94–96cm, Quadril: 104cm, Cintura: 74–76cm | G: G – Busto: 106–108cm, Quadril: 112cm, Cintura: 84–86cm
 | M: M – Busto: 100–102cm, Quadril: 108cm, Cintura: 80–82cm"
Nauanin,JQ10.053,,https://www.curadobia.com.br/nauanin/produto/jaqueta-relax,Jaqueta Owens Cacau,JAQUETA RELAX,JAQUETA,CASACO/JAQUETA,Terceira Peça,730,"Com modelagem oversized nas mangas e gola estilo lenço, pode ser usada aberta ou fechada pelo único botão, criando um efeito degagê no decote. Possui bolsos, manga 7/8 com punho dobrável e elástico na parte de trás.",T1 / T2,T2,"1 – Busto: 88–97cm, Cintura alta: 70–79cm, Quadril: 98–107cm",,93% Viscose 7% Poliamida,nan,nan,nan,Cacau,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,T1 / T2,T1 / T2,"T2: 1 – Busto: 88–97cm, Cintura alta: 70–79cm, Quadril: 98–107cm | T1: 2 – Busto: 98–107cm, Cintura alta: 80–90cm, Quadril: 108–117cm"
Nauanin,JQ10.054,,https://www.curadobia.com.br/nauanin/produto/jaqueta-terno-fresquinho,Jaqueta Laos Azul,JAQUETA FRESQUINHA,JAQUETA,CASACO/JAQUETA,Terceira Peça,640,"Jaqueta em comprimento curtinho, batendo logo abaixo da cintura, se encontrando com os cós altos de nossas calças. Feita em tecido de rami com algodão, lembrando um linho encorpado. Possui manga 7/8 com punho dobrável, bolsos e elástico na cintura, gola de blazer e  abotoamento transpassado no cós. Um novo conceito de alfaiataria, juntamente com a https://www.curadobia.com.br/nauanin/produto/calca-terno-fresquinho forma um terno despojado e moderno.

Por se tratar de uma fibra natural, é normal que amasse no uso, como qualquer fibra derivada de algodão e linho.  Também é normal o encolhimento na lavagem , que volta ao normal com o calor da passadoria e com o uso e manuseio. Por se tratar de um tecido com aspecto rústico, pode apresentar alguns nózinhos na trama, não se tratando de defeito e sim de característica do tecido.",T1 / T2 / T3,T2,"1 – Busto: 88–97cm, Cintura alta: 70–79cm, Quadril: 98–107cm",,70% Rami e 30 % Algodão,nan,nan,nan,Azul,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,T1 / T2 / T3,T1 / T2 / T3,"T2: 1 – Busto: 88–97cm, Cintura alta: 70–79cm, Quadril: 98–107cm | T1: 2 – Busto: 98–107cm, Cintura alta: 80–90cm, Quadril: 108–117cm | T3: 3 – Busto: 108–117cm, Cintura alta: 91–100cm, Quadril: 118–127cm"
Nauanin,JQ5054-CR-1,,https://www.curadobia.com.br/nauanin/produto/jaqueta-bacanuda,JAQUETA KINSKI KANVAS,JAQUETA BACANUDA,JAQUETA,CASACO/JAQUETA,Terceira Peça,755,Uma jaqueta para entrar no lugar na clássica jeans ou daquela parka que a gente tem e já usa bastante. Com tecido gostoso no toque mas encorpado o suficiente para criar impacto para sua modelagem é aquela peça que tem grau de importância de um blazer.,T1 / T2 / T3,T1,"1 – Busto: 88–97cm, Cintura alta: 70–79cm, Quadril: 98–107cm",,100% algodão orgânico,nan,nan,nan,Bege,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,T1 / T2 / T3,T1 / T2 / T3,"T1: 1 – Busto: 88–97cm, Cintura alta: 70–79cm, Quadril: 98–107cm | T2: 2 – Busto: 98–107cm, Cintura alta: 80–90cm, Quadril: 108–117cm | T3: 3 – Busto: 108–117cm, Cintura alta: 91–100cm, Quadril: 118–127cm"
Nauanin,JTJ0101,,https://www.curadobia.com.br/nauanin/produto/jaqueta-jeans,Jaqueta Jeans Spicy,A JAQUETA JEANS,JAQUETA,CASACO/JAQUETA,Terceira Peça,615,"Com perfune retrô e corte oversized, essa jaqueta jeans chega com personalidade de sobra. A lavagem azul médio estonada dá aquele ar vintage sem esforço, enquanto o fechamento transpassado com botões duplos e os recortes estruturados deixam tudo mais interessante. Feita em 100% algodão, tem o caimento perfeito: firme na medida e superconfortável.",T1 / T2 / T3,T1,"1 – Busto: 88–97cm, Cintura alta: 70–79cm, Quadril: 98–107cm",,100% Algodão,nan,nan,nan,Azul Jeans,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,T1 / T2 / T3,T1 / T2 / T3,"T1: 1 – Busto: 88–97cm, Cintura alta: 70–79cm, Quadril: 98–107cm | T2: 2 – Busto: 98–107cm, Cintura alta: 80–90cm, Quadril: 108–117cm | T3: 3 – Busto: 108–117cm, Cintura alta: 91–100cm, Quadril: 118–127cm"
Lounge 39,LO004001,,https://www.curadobia.com.br/lounge-39/produto/blusa-pah,BLUSA NINA,BLUSA PAH,BLUSA REGATA,BLUSA,Parte de Cima,968,"Imagina uma blusa que resolve a roupa. Ela é tão bem construída que com qualquer parte de baixo o visual fica com cara de especial. Olhando assim nem parece tão confortável assim né? Tem uma base molinha e agradável na pele, sem falar que dá super para usar sem sutiã. Esse efeito torcido que sobrepõem a base não marca nada o busto.
",34 / 36 / 38 / 40 / 42 / 44,42,"42 – Busto: 102cm, Cintura: 82cm, Quadril: 110cm",,Crepe (tecido encorpado com uma leve texturinha) de viscose (dá uma sensação fluida e molinha) ,nan,nan,nan,Off-White,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,34 / 36 / 38 / 40 / 42 / 44,34 / 36 / 38 / 40 / 42 / 44,"42: 42 – Busto: 102cm, Cintura: 82cm, Quadril: 110cm | 40: 40 – Busto: 96cm, Cintura: 76cm, Quadril: 106cm | 36: 36 – Busto: 86cm, Cintura: 68cm, Quadril: 98cm | 38: 38 – Busto: 90cm, Cintura: 72cm, Quadril: 102cm | 44: 44 – Busto: 106cm, Cintura: 88cm, Quadril: 114cm
 | 34: 34 – Busto: 82cm, Cintura: 64cm, Quadril: 94cm"
Lounge 39,LO004002,,https://www.curadobia.com.br/lounge-39/produto/blusa-laco-lounge-39,BLUSA LORA,BLUSA PHYNA,BLUSA REGATA,BLUSA,Parte de Cima,729,"Blusa de um ombro só, com forro e acabamentos internos embutidos e detalhe de laço duplo.",34 / 36 / 38 / 40 / 42 / 44,44,"44 – Busto: 106cm, Cintura: 88cm, Quadril: 114cm",,"71% acetato, 29% viscose. Forro 100% viscose",nan,nan,nan,Azul escuro,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,34 / 36 / 38 / 40 / 42 / 44,34 / 36 / 38 / 40 / 42 / 44,"44: 44 – Busto: 106cm, Cintura: 88cm, Quadril: 114cm | 36: 36 – Busto: 86cm, Cintura: 68cm, Quadril: 98cm | 42: 42 – Busto: 102cm, Cintura: 82cm, Quadril: 110cm | 34: 34 – Busto: 82cm, Cintura: 64cm, Quadril: 94cm | 38: 38 – Busto: 90cm, Cintura: 72cm, Quadril: 102cm | 40: 40 – Busto: 96cm, Cintura: 76cm, Quadril: 106cm"
Luiza Perea,LP024001,,https://www.curadobia.com.br/luiza-perea/produto/bota-tuia-tratorada-preta,Bota Tuia Tratorada Preta,A BOTA PRETA,BOTA,BOTA,Sapato,2070,"Esse bota tratorada combina elegância e robustez em um design atemporal. Feita em couro de cabra preto extramacio, proporcionando conforto a cada passo. A sola de borracha garante isolamento térmico e resistência à umidade — ideal para os dias de chuva. O salto de 5cm traz a altura perfeita para quem busca presença com conforto.",34 / 35 / 36 / 37 / 38 / 39 / 40,34,-,,Couro de cabra extramacio e sola de borracha,nan,nan,nan,Preto,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,34 / 35 / 36 / 37 / 38 / 39 / 40,34 / 35 / 36 / 37 / 38 / 39 / 40,34: - | 35: - | 37: - | 39: - | 36: - | 38: - | 40: -
Luiza Perea,LP024002,,https://www.curadobia.com.br/luiza-perea/produto/sandalia-artsy,Rasteira Brasilis Amarela,SANDÁLIA ARTSY,SANDÁLIA,SANDÁLIA,Sapato,1690,"A sandália Artsy é feita à mão. Possui bico fino e amarração delicada nos tornozelos, ela combina a maciez da camurça de cabra metalizada em tom amarelo com detalhes em couro de cabra e transparência em tela, criando um jogo de texturas que remete à exuberância da natureza. O solado com antiderrapantes de borracha garante segurança e conforto, enquanto o salto de 1,5cm oferece um toque sutil de elevação. Calça fiel à numeração.
",34 / 35 / 36 / 37 / 38 / 39 / 40,34,-,,"Camurça de cabra, solado de borracha",nan,nan,nan,"Amarelo, branco e metalizado",nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,34 / 35 / 36 / 37 / 38 / 39 / 40,34 / 35 / 36 / 37 / 38 / 39 / 40,34: - | 35: - | 36: - | 37: - | 38: - | 39: - | 40: -
Luiza Perea,LP024003,,https://www.curadobia.com.br/luiza-perea/produto/sandalia-curingassa,Rasteira Brisa Ouro,SANDÁLIA CURINGASSA,SANDÁLIA,SANDÁLIA,Sapato,1490,"Rasteira leve e delicada. Possui tiras finas que se entrelaçam harmoniosamente, subindo até o tornozelo em amarrações elegantes que valorizam o desenho das pernas. Feita em couro de cabra tipo camurça metálica no tom ouro branco. O salto anabela de 4cm revestido em couro de fachete de sola proporciona uma leve elevação sem abrir mão da leveza
",34 / 35 / 36 / 37 / 38 / 39 / 40,34,-,, Feita em couro de cabra tipo camurça metálica,nan,nan,nan,Ouro,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,34 / 35 / 36 / 37 / 38 / 39 / 40,34 / 35 / 36 / 37 / 38 / 39 / 40,34: - | 35: - | 36: - | 38: - | 39: - | 40: - | 37: -
Luiza Perea,LP024004,,https://www.curadobia.com.br/luiza-perea/produto/brinco-hathor-verde,Brinco Hathor Verde,BRINCO CHIQUETÊ,BRINCO MÉDIO,BRINCO,Acessório,375,"Par de Brincos produzidos a partir do metal latão super leve. Banhados em ouro 18K e esmaltados em tons verde, preto, off white e verde claro. Fechamento por pino e tarraxa
",U,U,"Comprimento: 3,5 cm. Largura total: 2cm. Espessura: 0,1 cm",,Metal banhado a ouro 18k e esmaltação.,nan,nan,nan,"Dourado, verde, preto, off white e verde claro",nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: Comprimento: 3,5 cm. Largura total: 2cm. Espessura: 0,1 cm"
Luiza Perea,LP024005,,https://www.curadobia.com.br/luiza-perea/produto/brinco-leque-pb,Brinco Leque PB,BRINCO PRONTÍSSIMA,BRINCO LONGO,BRINCO,Acessório,405,"Par de Brincos produzidos a partir do metal latão super leve. Banhados em ouro 18K e esmaltados em tom branco e preto contornos dourados. Fechamento por pino e tarraxa
",U,U,"Comprimento: 6cm. Largura total: 3cm. Espessura:0,1 cm
",,Metal banhado a ouro 18k e esmaltação.,nan,nan,nan,"Dourado, preto, branco",nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: Comprimento: 6cm. Largura total: 3cm. Espessura:0,1 cm
"
Luiza Perea,LP024006,,https://www.curadobia.com.br/luiza-perea/produto/brinco-nina-azul,Brinco Nina azul,BRINCO DECÔ,BRINCO LONGO,BRINCO,Acessório,380,Par de Brincos produzidos a partir do metal latão super leve. Banhados em ouro 18K e esmaltados em tom azul profundo e contornos em dourado. Fechamento por pino e tarraxa.,U,U,Comprimento:5cm e Largura: 2cm,,Metal banhado a ouro 18k e esmaltação.,nan,nan,nan,Dourado e azul profundo,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,U: Comprimento:5cm e Largura: 2cm
