mensagem,categoria,confianca
Muito obrigada!,agradecimento,0.95
"Bom dia!
Deixa… tudo bem!
Ficarei com ele mesmo!
Obrigada por toda atenção!",agradecimento,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",mensagem_sistema,0.9
Que legal!! Vamos ver se consigo!!!,reacao_emocional,0.8
Salvei!!,confirmacao,0.9
Ainda preciso ver se consigo segunda. Mas quero muito.,interesse_produto,0.9
Ola!! Recebi meu pacote da Curadobia e veio somente a blusa. A calça não veio.,troca_devolucao,0.95
Bom dia,saudacao,0.95
Td bem? Valor da blusa/ vestido preto e do macacão jeans q a bia vestiu?,solicitacao_informacao,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Ana está na sua lista de contatos,mensagem_sistema,0.95
Boa tarde,saudacao,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Anália - Cliente está na sua lista de contatos,mensagem_sistema,0.9
Tem desconto para primeira compra?,solicitacao_informacao,0.9
Anália,nao_identificado,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Oie,saudacao,0.95
Página caiu fechou,problema_tecnico,0.95
<anexado: 00000008-PHOTO-2024-12-06-16-19-27.jpg>,nao_identificado,0.9
Quero,interesse_produto,0.8
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Já salvei 😘,confirmacao,0.9
"Olá, bom dia!
Feliz 2025!
Efetuei uma compra mas infelizmente o tamanho não deu certo e quero trocar.
Como proceder?",troca_devolucao,0.99
<anexado: 00000004-PHOTO-2025-01-06-11-45-51.jpg>,nao_identificado,0.9
"Ficou muito grande, o tamanho correto pra mim é o 1.",troca_devolucao,0.95
"Obrigada pelo retorno!!
Fico no aguardo!",agradecimento,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Anne - Cliente está na sua lista de contatos,mensagem_sistema,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
"Obrigada pela resposta!

Talvez vc possa me ajudar a fazer a compra de maneira mais segura. Achei a blusa maravilhosa mas não sei se, pelo volume dela, vai me “achatar” rs",duvida_produto,0.95
"Se eu nao gostar, posso trocar por outra peça?",troca_devolucao,0.95
"Olá, bom dia!",saudacao,0.95
Fiz uma compra com vocês e recebi meu produto ontem. Gostaria de trocar o tamanho,troca_devolucao,0.95
<anexado: 00000005-PHOTO-2024-12-19-09-52-49.jpg>,nao_identificado,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Beatriz Nistal - Cliente está na sua lista de contatos,mensagem_sistema,0.9
Bia 😊,saudacao,0.9
Isso mesmo,confirmacao,0.9
Estou indo pra esses lados daqui a pouco. Por isso queria confirmar se vocês têm a PP na loja. Aí já resolvemos,evento_presencial,0.9
Perfeito! Obrigada ☺️,agradecimento,0.95
"Olá,  ontem vcs estavam numa loja física,  era só ontem? Ou continua esta semana?",evento_presencial,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Bia está na sua lista de contatos,mensagem_sistema,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Oowww Bia!!! Infelizmente não vou conseguir!!! Vc é o máximo e tem me inspirado e ajudado muito!!! Grande beijo!!!,reacao_emocional,0.8
"Bom dia , Td bem? Fiz uma compra no dia do evento pelo site por não ter na hora, mas não consigo localizar no site o prazo de entrega … consegue me ajudar ?",rastreamento_pedido,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Carla Strauss - Cliente está na sua lista de contatos,mensagem_sistema,0.95
Número de pedido 498,rastreamento_pedido,0.9
Me foi dito que seriam até 10 dias,rastreamento_pedido,0.9
ok. muito obg,agradecimento,0.9
Te aguardo,solicitacao_contato,0.8
Oie … td bem?conseguiu checar?,solicitacao_informacao,0.8
Oie ! Muito obg ! Então chega pra mim até o dia 15 certo ? Só pra vc entender que estou organizando os looks dos eventos de final de ano hehe,rastreamento_pedido,0.9
Ok obg,confirmacao,0.8
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Boa tarde! Já salvei o contato. Só não posso participar segunda… tenho compromisso no mesmo horário! Abraço 🥰 <Mensagem editada>,evento_presencial,0.9
"Olá! Boa tarde! Me chamo Cintya.
Fiz um pedido dia 13/9 no site mas não consigo ver o andamento",rastreamento_pedido,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Cintya está na sua lista de contatos,mensagem_sistema,0.9
<anexado: 00000004-PHOTO-2024-09-26-16-34-57.jpg>,solicitacao_informacao,0.8
Olá! Bom dia! Obrigada,saudacao,0.9
Olá! Vou checar na portaria no condomínio. Talvez tenham esquecido de avisar. Obrigada,rastreamento_pedido,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
"Bom dia
Está tudo certo com o endereço.
Prédio residencial, com portaria 24h",confirmacao,0.9
"fiz dois pedidos

um deles já chegou certinho",rastreamento_pedido,0.9
Obrigada!,agradecimento,0.95
"Bom dia
Chegou a regata da Nuage.
Tudo certo.
Obrigada",agradecimento,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Obrigada. Como moro no sul ainda quero usar no verão.,agradecimento,0.9
Hehehe,reacao_emocional,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Bom dia,saudacao,0.95
"Sim, a sandália é o meu pedido correto",confirmacao,0.9
Obrigada,agradecimento,0.95
Boa Tarde,saudacao,0.95
Qual a previsão de envio da sandália?,rastreamento_pedido,0.95
Obrigada,agradecimento,0.95
"Já foi entregue, obrigada",agradecimento,0.9
Fiz duas compras nesse final de semana. Aguardo as datas de envio,rastreamento_pedido,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.85
Bom dia!!,saudacao,0.95
Ok! Obrigada,agradecimento,0.9
"Oí bom dia!
Fiz uma compra com vcs, mas ficou grande e quero devolver a mercadoria.",troca_devolucao,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",mensagem_sistema,0.9
Cristina está na sua lista de contatos,mensagem_sistema,0.9
<anexado: 00000004-PHOTO-2024-11-11-09-34-47.jpg>,nao_identificado,0.9
Como devo proceder?,solicitacao_informacao,0.8
<anexado: 00000006-PHOTO-2024-11-11-09-35-23.jpg>,nao_identificado,0.9
Ligação de voz perdida. Toque para retornar,mensagem_sistema,0.95
Podem por gentileza me atender???,solicitacao_contato,0.9
"Ok.
Aguardo orientações de Como devo proceder",solicitacao_informacao,0.8
"Bom dia, até agora ninguém entrou em contato comigo para que eu possa devolver a peça….
Fico preocupada e quero resolver logo isso.
O vestido é muito bonito, mas ficou muito grande da cintura para baixo.
É um vestido burgandy com um no na cintura e de malha tipo waffle.",troca_devolucao,0.9
Ok,confirmacao,0.9
"Oí, estou voltando aqui pois até agora nao tive retorno quando a devolução da mercadoria que fiz com relação ao estorno do valor que paguei.
Vocês podem verificar por favor e me dar um retorno?",troca_devolucao,0.95
Oí,saudacao,0.95
"Bom dia ☀️
Vocês tem alguma posição do estorno do pagamento da mercadoria que devolvi?",troca_devolucao,0.95
Ok. Aguardo,confirmacao,0.9
Ola,saudacao,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Dani está na sua lista de contatos,mensagem_sistema,0.9
Amei algumas peças de vcs,agradecimento,0.9
Como funciona? A compra eh direta com estoque de vcs ou das marcas?,solicitacao_informacao,0.9
Ola,saudacao,0.95
<anexado: 00000009-PHOTO-2025-02-16-13-51-44.jpg>,nao_identificado,0.9
<anexado: 00000010-PHOTO-2025-02-16-13-51-44.jpg>,nao_identificado,0.8
Estou comprando esses itens no site mas não tenho certeza do tamanho. Eu sou 34/36.,duvida_produto,0.95
"Vi os tamanhos que a Bia usa em cada foto, mas ela eh que tamanho?",duvida_produto,0.95
<anexado: 00000013-PHOTO-2025-02-16-13-52-33.jpg>,nao_identificado,0.9
<anexado: 00000015-AUDIO-2025-02-17-11-15-56.opus>,nao_identificado,0.8
Ah ok,confirmacao,0.9
Espero vc me falar da camisa então,solicitacao_informacao,0.8
<anexado: 00000021-AUDIO-2025-02-17-11-32-00.opus>,nao_identificado,0.8
<anexado: 00000023-PHOTO-2025-02-17-17-42-14.jpg>,nao_identificado,0.9
hum entendi,confirmacao,0.9
eh que não moro no brasil entao so estou aqui ate 27 a noite,solicitacao_informacao,0.8
acha que da tempo?,nao_identificado,0.7
Isso,nao_identificado,0.8
Só a saia que não,nao_identificado,0.8
muito obg,agradecimento,0.95
"perfeito, faco isso entao",confirmacao,0.9
obg,agradecimento,0.9
Tem algum cupom de 1a compra?,solicitacao_informacao,0.9
imagem ocultada,nao_identificado,0.8
Pode me co firmar se deu certo?,confirmacao,0.9
imagem ocultada,nao_identificado,0.9
No cartão aparece como feito,rastreamento_pedido,0.85
Obg!,agradecimento,0.9
Olá boa tarde,saudacao,0.95
Acabei de descobrir a Curadobia e estou interessada em peças que ou não aparecem disponíveis ou estão com a grade incompleta. Haverá reposição das peças?,reposicao_estoque,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Daniela está na sua lista de contatos,mensagem_sistema,0.9
Vários,nao_identificado,0.9
"Blusa preta de um ombro só
Jaqueta offwhite nauanin...",interesse_produto,0.9
"Gostei muito de tudo, podia ser o meu armário",agradecimento,0.9
não existe no site campo pra poder ser notificado em caso de reposição né,reposicao_estoque,0.95
dtoviansky@gmail.com,nao_identificado,0.9
Sim de SP,confirmacao,0.9
Ola bom dia,saudacao,0.95
Td bem?,saudacao,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.85
Daniella Donadio -  - Cliente Especial (lançamento Paula Ferber) está na sua lista de contatos,mensagem_sistema,0.9
"Tentando concluir uma compra, mas site não carrega o pagamento",problema_tecnico,0.95
Poderiam me ajudar por favor?,solicitacao_contato,0.8
<anexado: 00000007-PHOTO-2024-10-21-09-01-07.jpg>,nao_identificado,0.9
Cheguei a colocar todos os dados do cartão mas na conclusão não carregou,problema_tecnico,0.95
<anexado: 00000009-PHOTO-2024-10-21-09-02-21.jpg>,nao_identificado,0.9
<anexado: 00000010-PHOTO-2024-10-21-09-04-52.jpg>,nao_identificado,0.8
Não vai mesmo,nao_identificado,0.8
Qq coisa garantam a 38 para mim até ajustarem o site rs,interesse_produto,0.8
Deu certo!,confirmacao,0.9
Obrigada,agradecimento,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Obaaa! Salvei aqui,confirmacao,0.8
"Eu que agradeço!
Honrada por fazer parte disso! Sou mto fã da Bia! Uma inspiração!",agradecimento,0.95
"Olá, posso assistir sem câmera ligada?",solicitacao_informacao,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
"Já salvei!!!

Sou fã incondicional da Bia!",reacao_emocional,0.8
"Eba!!!

Em minha opinião: a Bia é simples, elegante, chic e atemporal! 🥰",agradecimento,0.9
<anexado: 00000010-AUDIO-2024-09-25-14-26-14.opus>,nao_identificado,0.8
"Eu tenho muito carinho e admiração pela Bia e toda a equipe!

Deus certamente se agrada do trabalho consciente e inspirador de vocês!",agradecimento,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Oi,saudacao,0.95
Bom dia,saudacao,0.95
Eu fiz uma aquisição da pantacourt branca,nao_identificado,0.8
“P”,nao_identificado,0.8
"Porém não entendi!
Veio parecer ser um super G",duvida_produto,0.9
"Impossível visto 36,38",duvida_produto,0.9
Para mim,nao_identificado,0.85
Como proceder a troca,troca_devolucao,0.95
Fátima de Lourdes Modenese,nao_identificado,0.9
Toda grande! Até cai do corpo!,troca_devolucao,0.9
Impossível usar,problema_tecnico,0.85
Preciso saber se tem possibilidade de troca?,troca_devolucao,0.95
"Sim’ prefiro devolver, diante da impossibilidade de troca e uso’ .
O pagamento foi via pix",troca_devolucao,0.9
Como devo proceder à devolução?,troca_devolucao,0.95
Fátima,nao_identificado,0.8
Ok! Aguardo ‘,confirmacao,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",mensagem_sistema,0.9
Obrigada,agradecimento,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Bom dia!,saudacao,0.95
Queria a pantacourt e a calça diferentona M. Chega ou não tem chance de reposição?,reposicao_estoque,0.95
Ok. Bj,confirmacao,0.9
ok,confirmacao,0.9
"Sim! Se não ficar boa eu devolvo, né?",troca_devolucao,0.9
Vou no site?,solicitacao_informacao,0.9
Como faço?,solicitacao_informacao,0.8
Vou lá agora.,nao_identificado,0.8
"Está dando algum problema aqui que não finaliza, mas vou repetir.",problema_tecnico,0.95
<anexado: 00000028-PHOTO-2024-11-26-14-10-09.jpg>,nao_identificado,0.8
Até agora está na mesma tela,rastreamento_pedido,0.85
3 minutos rodando,nao_identificado,0.7
Ok. Vou fechar e fazer novamente.,confirmacao,0.9
Agora deu o pix,confirmacao,0.9
<anexado: 00000041-PHOTO-2024-11-26-14-19-26.jpg>,nao_identificado,0.9
Foi! Bj,confirmacao,0.8
"Se chegar a pantacourt, me avise.",reposicao_estoque,0.95
Para vcs também!,saudacao,0.8
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Oi,saudacao,0.9
Seria um vestido vinho,interesse_produto,0.85
Tento o site e não consigo,problema_tecnico,0.9
Não abre o site,problema_tecnico,0.9
Quando clico a partir do Instagram,nao_identificado,0.8
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Oieeee,saudacao,0.9
Meninaaaa,saudacao,0.8
Vc n vai acreditar,reacao_emocional,0.8
<anexado: 00000008-PHOTO-2024-12-06-16-11-20.jpg>,nao_identificado,0.8
😂😂,reacao_emocional,0.9
<anexado: 00000011-STICKER-2024-12-06-16-21-52.webp>,nao_identificado,0.8
Agora é segurar a ansiedade😍😍,reacao_emocional,0.9
<anexado: 00000013-PHOTO-2024-12-06-16-22-20.jpg>,nao_identificado,0.8
"Meninas, uma das blusas veio num tamanho que com certeza não é o P/36…rs",troca_devolucao,0.9
"A branca veio no tamanho certo, já a azul sta mais para um M ou G",troca_devolucao,0.9
Queria tanto usar no final do ano🥹😭,reacao_emocional,0.9
"Claro!!
Só não consigo agora pq não estou em casa. Pode ser depois?",solicitacao_informacao,0.8
imagem ocultada,nao_identificado,1.0
imagem ocultada,nao_identificado,1.0
Mas ela não é 36 com certeza,duvida_produto,0.9
É BEM maior do que a branca,duvida_produto,0.85
imagem ocultada,nao_identificado,1.0
imagem ocultada,nao_identificado,0.95
Veja o tamanho/ proporção,duvida_produto,0.9
"Estou viajando hoje…agora, inclusive",nao_identificado,0.8
E volto no dia 03,nao_identificado,0.8
Só poderei postar no dia 03,nao_identificado,0.8
Ok?,confirmacao,0.95
"Só veja se consigo o tamanho certo ou a devolução, por favor",troca_devolucao,0.9
Maravilhoso ano novo🎉🎉🎉,saudacao,0.9
"Oi, meninas!! Tudo bom?",saudacao,0.95
Com um pouco de dificuldade para fazer a devolução da peça com a LOFT <Mensagem editada>,troca_devolucao,0.95
"Eles indicaram tentativa de retirada, porém não é verdade",rastreamento_pedido,0.9
Hoje seria a 2a tentativa mas ninguém passou,rastreamento_pedido,0.9
Oi! Tudo e ctg?0,saudacao,0.9
Desculpa,nao_identificado,0.8
Lounge e não Loft,nao_identificado,0.9
Estou em contato com a Renata,solicitacao_contato,0.8
"Nitidamente está tendo falha do serviço de coleta…
O terceirizado da LOUNGE alega ter passado mas não é verdade 😒",rastreamento_pedido,0.95
Muito obg!🩷,agradecimento,0.95
Sim sim🥰,reacao_emocional,0.9
"Bom dia! Tudo bom?
Passando para agradecer a interação com o pessoal da Lounge🙏🏻",agradecimento,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
"Nãp vou conseguir, infelizmente. Obrigada pk convite",agradecimento,0.9
<anexado: 00000014-AUDIO-2024-09-24-14-16-06.opus>,nao_identificado,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
"Olá, bom dia!",saudacao,0.95
Fiz um pedido e gostaria de solicitar a devolução ou troca,troca_devolucao,0.95
Bom dia! O tamanho não ficou bom,troca_devolucao,0.9
Bom dia!,saudacao,0.95
Podem me auxiliar com a devolução?,troca_devolucao,0.95
Vcs mandam código para postagem?,solicitacao_informacao,0.9
Pedido 518,rastreamento_pedido,0.9
Devolução por favor,troca_devolucao,0.95
Isso,nao_identificado,0.8
Olá,saudacao,0.95
Vc tem um retorno sobre o meu pedido de devolução?,troca_devolucao,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
"Olá!
Apesar de achar linda a saia, o tamanho dela não deu certo. Apesar de eu usar 36-38, o tamanho 1 da saia não passou pelo meu quadril. 
E o tamanho seguinte era só o 3, e me pareceu muito grande ;)",troca_devolucao,0.95
Olá! Enviando essa mensagem para falar de devolução,troca_devolucao,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.85
Isabela está na sua lista de contatos,mensagem_sistema,0.9
Isso!,confirmacao,0.9
"Sim, podemos falar por esse e-mail",confirmacao,0.95
isabelapompilio@gmail.com,nao_identificado,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",mensagem_sistema,0.9
Bom dia,saudacao,0.9
Fiz um pedido. E a calça ficou grande. Pedi a 38 e acredito que tenha que ser a 36,troca_devolucao,0.95
Consegue mandar o código de autorização para os correios?,troca_devolucao,0.9
Isso,nao_identificado,0.8
"Boa tarde, não estou usando mais esse e mail. Conseguem mandar no juliacampelo@hotmail.com, por favor",solicitacao_informacao,0.9
Boa noite. A blusa bege sem manga não não deu certo. Quero devolver e o reembolso,troca_devolucao,0.98
Isso,nao_identificado,0.8
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
"Olá, bom dia! Eu fiz recebi o meu pedido e um dos itens não ficou bom em mim e eu gostaria de pedir a devolução. Posso seguir por aqui? Obrigada",troca_devolucao,0.95
A gladiadora prata ficou com a faixa do tornozelo muito larga,troca_devolucao,0.9
"Olá! Enviando essa mensagem para ter informações sobre o envio/rastreamento do meu pedido, conforme fotos anexas.",rastreamento_pedido,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Jussara está na sua lista de contatos,nao_identificado,0.9
<anexado: 00000004-PHOTO-2024-11-26-10-47-12.jpg>,nao_identificado,0.8
<anexado: 00000005-PHOTO-2024-11-26-10-47-16.jpg>,nao_identificado,0.9
Muito obrigada pelo retorno,agradecimento,0.95
Bom dia! Td bom?,saudacao,0.95
Agradeço o retorno e a atenção!,agradecimento,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",mensagem_sistema,0.9
Opa! Feliz demais em participar 🥰,reacao_emocional,0.95
Oi,saudacao,0.95
Tudo bem?,saudacao,0.95
<anexado: 00000005-PHOTO-2025-01-23-17-39-14.jpg>,nao_identificado,0.9
Eu não recebi a confirmação dessa compra,rastreamento_pedido,0.9
E queria saber se a regata arrumadona vai ter M novamente,reposicao_estoque,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Karyna - Cliente está na sua lista de contatos,mensagem_sistema,0.95
Oi,saudacao,0.9
E queria saber se a regata arrumadona vai ter M novamente,reposicao_estoque,0.9
Obrigada pela resposta,agradecimento,0.95
eu akbei comprando a P,confirmacao,0.9
Oi,saudacao,0.95
"Tudo bem,",saudacao,0.9
Não gostei da calça,troca_devolucao,0.9
<anexado: 00000021-PHOTO-2025-02-03-16-11-47.jpg>,nao_identificado,0.8
Como faço para devolver?,troca_devolucao,0.95
achei que ficou muito grande,troca_devolucao,0.95
Oi,saudacao,0.95
"Eu não
Quero trocar",troca_devolucao,0.95
vamos prosseguir com a devolução do $,troca_devolucao,0.95
sim,confirmacao,0.9
sim,confirmacao,0.9
OK,confirmacao,0.95
DIRETO PELA D-AURA?,duvida_produto,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Olá tudo bem? Entrou um happy-hour para a comemoração de aniversário de uma amiga querida e não vou conseguir participar…lamentando muito aqui o conflito de horários,nao_identificado,0.9
Oi,saudacao,0.9
Bom dia! <Mensagem editada>,saudacao,0.9
Podemos falar por aqui? Preciso de um presente para o almoço. Posso mandar buscar em algum local da região dos jardins. É possível organizar uma compra expressa assim? 😃,solicitacao_informacao,0.9
Posso me ajustar às possibilidades,nao_identificado,0.8
de itens,nao_identificado,0.9
É possível? Preciso resolver rapidamente,solicitacao_informacao,0.8
<anexado: 00000018-PHOTO-2024-11-08-11-28-44.jpg>,nao_identificado,0.8
Esta,nao_identificado,0.9
Tam 38,duvida_produto,0.85
Pago como?,solicitacao_informacao,0.9
Pagamento feito! Vou pedir a retirada!! Obrigada!,confirmacao,0.9
Basta informar meu nome na loja?,solicitacao_informacao,0.9
Vou mandar um portador,solicitacao_informacao,0.8
Muito obrigada!! 💐,agradecimento,0.95
Oba!!,reacao_emocional,0.8
Comprado ✅,confirmacao,0.9
Bjs,reacao_emocional,0.8
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
"Ah, puxa, que bacana! A Bia é muito especial, acho que ontem fiquei empolgada com a possibilidade de ter a saia no meu tamanho e não agradeci o suficiente 🥰",agradecimento,0.95
"Muito, muito obrigada pela atenção! Esse projeto dela é muito incrível!",agradecimento,0.95
"Eu visto 38, imagino que a saia seja de número 2",duvida_produto,0.95
"Hum será… eu não consegui me localizar na referência de medidas do elástico esticado/ retraído… minha cintura é 72, quadril 96. Se acharem que o 1 dá tranquilo eu aproveito e já compro (pois 1 acho que vi lá…) <Mensagem editada>",duvida_produto,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Oi,saudacao,0.95
"Mande um beijo pra Bia, adoro ela",reacao_emocional,0.8
Adorei minha compra,agradecimento,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Bom dia,saudacao,0.95
"Ola, bom dia!",saudacao,0.95
Tudo bem,saudacao,0.8
Gostaria de devolver duas peças que recebi. Como devo fazer?,troca_devolucao,0.98
"Pois é, não sei os números dos pedidos.",nao_identificado,0.8
Vou entrar no site.,solicitacao_informacao,0.8
Um é Pedido #45,rastreamento_pedido,0.9
O outro é Pedido #169,rastreamento_pedido,0.9
"Sim, querida!
Se puder encaminhar com cópia no lucianasavaris10@gmail.com, porque não estou recebendo alguns e-mails no Hotmail.",solicitacao_contato,0.9
Ok,confirmacao,0.9
Muito obrigada,agradecimento,0.95
"Olá, boa tarde!
Não fazia mais de 7 dias que eu havia recebido o pedido 45!",troca_devolucao,0.9
Recebi os dois pedidos no mesmo dia,rastreamento_pedido,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.8
Oie! To bem e você?,saudacao,0.9
Ah que bom! Fico feliz. 🥰,reacao_emocional,0.9
Muito obrigada!!,agradecimento,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
"Bom dia,

Agendamento de consulta, pedidos de receitas, relatórios, exames etc, somente através da secretária nos números
+55 11 98833 7851 ou 
+55 11 3284 2909 
(ambos whattsapp ou telefone).   

 Dra M Angela Vianna",solicitacao_contato,0.8
"Bom dia,

Agendamento de consulta, pedidos de receitas, relatórios, exames etc falar com a secretária no número 
+55 11 98833 7851 ou 
+55 11 3284 2909 
(ambos whattsapp ou telefone).   

➔ avaliação de exames solicitados NÃO serão avaliados ou respondidos por WhatsApp, visando segurança e assertividade do seu tratamento. Por isso, agendar um horário é imprescindível através da secretária. 

Certa do seu entendimento, agradeço.   Dra M Angela Vianna",nao_identificado,0.9
Muito obrigadas,agradecimento,0.95
Olá.,saudacao,0.95
